Dealer Name,Dealer ID,Invoice Date,Region,Governorate,City,Part Description,Unit Price,Quantity Sold,Total Sales,Operating Profit,Operating Margin
Auto Spare Parts Dealer 11 - Qalyubia,10010,2022-08-25,Upper Egypt,Luxor,Luxor First,Denso Windshield Wiper for Nissan 1987-2015,148.67,50,7433.5,2606.93,35.07
Auto Spare Parts Dealer 26 - Sohag,10025,2023-12-04,Greater Cairo,Giza,Haram,Mobil Regular Bulb for Chevrolet Half-Truck,153.36,54,8281.44,1758.98,21.24
Auto Spare Parts Dealer 31 - Sohag,10030,2024-04-21,Upper Egypt,Luxor,Luxor First,Magneti Marelli Regular Bulb for Hyundai,153.78,19,2921.82,1039.88,35.59
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-11-16,Upper Egypt,Luxor,Qurna,CASP Window Regulator for Hyundai,606.91,23,13958.93,4353.79,31.19
Auto Spare Parts Dealer 18 - Cairo,10017,2023-07-12,Upper Egypt,Assiut,Manfalout,Valeo Windshield Wiper for Kia,245.01,36,8820.36,1825.81,20.7
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-03-08,Greater Cairo,Giza,Dokki,Philips Alarm System for Chevrolet Half-Truck,1707.55,15,25613.25,7012.91,27.38
Auto Spare Parts Dealer 47 - Alexandria,10046,2022-11-04,Canal Zone,Port Said,Dawahi,Champion Windshield Wiper for Chevrolet Half-Truck,104.36,120,12523.2,3904.73,31.18
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-08-29,Canal Zone,Ismailia,Sheikh Zayed,Bosch Engine Oil for Chevrolet Half-Truck,1170.76,15,17561.4,7014.02,39.94
Auto Spare Parts Dealer 48 - Minya,10047,2024-07-21,Upper Egypt,Minya,Mallawi,Hella Window Regulator for Hyundai,1136.61,11,12502.71,2571.81,20.57
Auto Spare Parts Dealer 27 - Minya,10026,2024-08-16,Upper Egypt,Luxor,Luxor First,Hella Windshield Wiper for Nissan 1987-2015,284.61,24,6830.64,1446.73,21.18
Auto Spare Parts Dealer 40 - Beheira,10039,2024-03-15,Delta,Sharqia,Faqus,Champion Air Filter for Hyundai,230.14,7,1610.98,340.88,21.16
Auto Spare Parts Dealer 45 - Ismailia,10044,2023-09-30,Upper Egypt,Aswan,Nasr Nubia,Hella Rear Taillight for Kia,745.75,27,20135.25,6562.08,32.59
Auto Spare Parts Dealer 40 - Beheira,10039,2023-03-04,Greater Cairo,Qalyubia,Qalyub,DEPO Regular Bulb for Kia,74.96,51,3822.96,1383.53,36.19
Auto Spare Parts Dealer 41 - Beheira,10040,2022-04-10,Upper Egypt,Luxor,Luxor First,Denso Regular Bulb for Hyundai,82.08,40,3283.2,1085.43,33.06
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-03-03,Delta,Dakahlia,Mansoura,Hella Brake Cylinder for Kia,874.49,15,13117.35,3095.69,23.6
Auto Spare Parts Dealer 20 - Sharqia,10019,2022-08-07,Delta,Beheira,Rashid,CASP Regular Bulb for Hyundai,125.88,112,14098.56,4913.35,34.85
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-11-03,Upper Egypt,Aswan,Nasr Nubia,DEPO Window Regulator for Toyota 1987-2015,1241.03,8,9928.24,2122.66,21.38
Auto Spare Parts Dealer 46 - Port Said,10045,2022-08-27,Upper Egypt,Aswan,Edfu,Mobil Engine Oil for Kia,1459.68,16,23354.88,8157.86,34.93
Auto Spare Parts Dealer 34 - Giza,10033,2022-07-30,Delta,Sharqia,Faqus,Mobil HID Bulb for Hyundai,829.77,12,9957.24,2905.52,29.18
Auto Spare Parts Dealer 41 - Beheira,10040,2024-04-29,Greater Cairo,Qalyubia,Banha,Magneti Marelli Front Headlight for Toyota 1987-2015,585.41,9,5268.69,1068.49,20.28
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-05-04,Greater Cairo,Qalyubia,Toukh,Champion Alarm System for Chevrolet Half-Truck,2202.04,14,30828.56,10663.6,34.59
Auto Spare Parts Dealer 16 - Assiut,10015,2023-06-26,Upper Egypt,Luxor,Luxor First,Champion Regular Bulb for Nissan 1987-2015,193.54,49,9483.46,2039.89,21.51
Auto Spare Parts Dealer 23 - Sohag,10022,2024-05-18,Delta,Sharqia,Abu Kabir,Champion Windshield Wiper for Toyota 1987-2015,295.22,11,3247.42,946.95,29.16
Auto Spare Parts Dealer 16 - Assiut,10015,2024-03-22,Upper Egypt,Minya,Maghaghah,Magneti Marelli Windshield Wiper for Nissan 1987-2015,104.45,110,11489.5,3380.21,29.42
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-03-21,Delta,Monufia,Shebin El Kom,Philips Engine Oil for Toyota 1987-2015,1227.74,8,9821.92,3417.05,34.79
Auto Spare Parts Dealer 25 - Cairo,10024,2024-03-31,Canal Zone,Ismailia,Sheikh Zayed,ACDelco Windshield Wiper for Nissan 1987-2015,186.68,13,2426.84,537.06,22.13
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-08-24,Delta,Dakahlia,Mansoura,Bosch Rear Taillight for Nissan 1987-2015,795.01,23,18285.23,4969.93,27.18
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-06-21,Canal Zone,Ismailia,Sheikh Zayed,ACDelco Windshield Wiper for Nissan 1987-2015,196.17,88,17262.96,4094.77,23.72
Auto Spare Parts Dealer 40 - Beheira,10039,2024-12-16,Upper Egypt,Aswan,Edfu,Bosch HID Bulb for Hyundai,621.13,9,5590.17,1502.08,26.87
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-03-28,Delta,Dakahlia,Bilqas,Magneti Marelli Brake Pads for Hyundai,609.34,17,10358.78,2123.55,20.5
Auto Spare Parts Dealer 36 - Port Said,10035,2024-03-07,Upper Egypt,Aswan,Edfu,Mobil Engine Oil for Toyota 1987-2015,1965.83,7,13760.81,2787.94,20.26
Auto Spare Parts Dealer 17 - Monufia,10016,2022-09-11,Greater Cairo,Giza,Agouza,NGK Regular Bulb for Nissan 1987-2015,62.41,124,7738.84,2337.9,30.21
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-04-21,Upper Egypt,Assiut,Dayrout,DEPO Alarm System for Kia,1757.99,10,17579.9,6701.46,38.12
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-09-21,Greater Cairo,Giza,Haram,DEPO Windshield Wiper for Kia,179.48,79,14178.92,5390.83,38.02
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-02-10,Canal Zone,Port Said,Sharq,CASP Windshield Wiper for Kia,112.32,114,12804.48,2962.96,23.14
Auto Spare Parts Dealer 29 - Qalyubia,10028,2024-03-23,Delta,Dakahlia,Talkha,CASP Engine Oil for Chevrolet Half-Truck,1516.45,12,18197.4,3981.59,21.88
Auto Spare Parts Dealer 24 - Assiut,10023,2023-04-25,Greater Cairo,Giza,Imbaba,Denso Regular Bulb for Kia,163.8,92,15069.6,3443.4,22.85
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-03-21,Greater Cairo,Cairo,Shubra,DEPO Engine Oil for Toyota 1987-2015,1268.88,11,13957.68,3701.58,26.52
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-10-17,Upper Egypt,Assiut,Qusiya,Magneti Marelli Window Regulator for Hyundai,1299.64,12,15595.68,5073.27,32.53
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-07-31,Upper Egypt,Minya,Mallawi,NGK Battery for Toyota 1987-2015,1999.13,12,23989.56,9442.29,39.36
Auto Spare Parts Dealer 15 - Sharqia,10014,2023-02-07,Upper Egypt,Luxor,Qurna,Magneti Marelli Side Mirror for Nissan 1987-2015,988.42,26,25698.92,6100.92,23.74
Auto Spare Parts Dealer 41 - Beheira,10040,2022-12-06,Greater Cairo,Qalyubia,Khanka,Champion Regular Bulb for Nissan 1987-2015,161.45,79,12754.55,5020.19,39.36
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-08-24,Delta,Beheira,Abu Hummus,Bosch Engine Oil for Chevrolet Half-Truck,1895.66,10,18956.6,7112.52,37.52
Auto Spare Parts Dealer 9 - Dakahlia,10008,2022-06-09,Upper Egypt,Sohag,Tahta,Philips Windshield Wiper for Nissan 1987-2015,155.18,90,13966.2,5094.87,36.48
Auto Spare Parts Dealer 14 - Sohag,10013,2022-11-03,Upper Egypt,Aswan,Nasr Nubia,Hella Alarm System for Chevrolet Half-Truck,1824.05,15,27360.75,7379.19,26.97
Auto Spare Parts Dealer 25 - Cairo,10024,2023-10-14,Upper Egypt,Sohag,Sohag First,Valeo Regular Bulb for Chevrolet Half-Truck,192.63,88,16951.44,3486.91,20.57
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-03-30,Upper Egypt,Sohag,Sohag First,Champion HID Bulb for Toyota 1987-2015,521.35,25,13033.75,4662.17,35.77
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-09-11,Delta,Beheira,Kafr El Dawar,NGK Battery for Hyundai,1250.3,9,11252.7,2439.59,21.68
Auto Spare Parts Dealer 21 - Minya,10020,2024-10-09,Upper Egypt,Minya,Maghaghah,Denso Regular Bulb for Kia,65.01,54,3510.54,1358.93,38.71
Auto Spare Parts Dealer 14 - Sohag,10013,2022-06-16,Greater Cairo,Giza,Faisal,ACDelco Battery for Nissan 1987-2015,1148.43,9,10335.87,2847.53,27.55
Auto Spare Parts Dealer 31 - Sohag,10030,2024-01-02,Greater Cairo,Qalyubia,Qalyub,Hella Rear Taillight for Kia,404.72,21,8499.12,2027.89,23.86
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-08-21,Delta,Sharqia,Bilbeis,NGK Window Regulator for Kia,1361.88,9,12256.92,2964.95,24.19
Auto Spare Parts Dealer 5 - Port Said,10004,2023-12-14,Upper Egypt,Assiut,Manfalout,Valeo Windshield Wiper for Kia,140.18,77,10793.86,3971.06,36.79
Auto Spare Parts Dealer 41 - Beheira,10040,2022-11-30,Upper Egypt,Aswan,Nasr Nubia,ACDelco Windshield Wiper for Hyundai,143.92,90,12952.8,4774.4,36.86
Auto Spare Parts Dealer 4 - Dakahlia,10003,2024-01-30,Upper Egypt,Minya,Deir Mawas,Philips Regular Bulb for Nissan 1987-2015,62.51,57,3563.07,874.38,24.54
Auto Spare Parts Dealer 41 - Beheira,10040,2022-03-05,Greater Cairo,Cairo,Nasr City,NGK Air Filter for Kia,281.16,31,8715.96,2384.69,27.36
Auto Spare Parts Dealer 46 - Port Said,10045,2022-06-07,Upper Egypt,Aswan,Aswan First,Philips Alarm System for Kia,2255.61,9,20300.49,7269.61,35.81
Auto Spare Parts Dealer 6 - Minya,10005,2024-07-15,Delta,Beheira,Rashid,ACDelco Air Filter for Chevrolet Half-Truck,325.02,88,28601.76,10857.23,37.96
Auto Spare Parts Dealer 35 - Assiut,10034,2022-11-06,Greater Cairo,Giza,Faisal,Hella Regular Bulb for Nissan 1987-2015,50.56,18,910.08,202.77,22.28
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-02-02,Greater Cairo,Giza,Faisal,CASP Side Mirror for Chevrolet Half-Truck,765.32,14,10714.48,3101.84,28.95
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-11-15,Delta,Sharqia,Zagazig,Philips Rear Taillight for Toyota 1987-2015,544.18,15,8162.7,1777.84,21.78
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-10-14,Upper Egypt,Luxor,Esna,NGK Engine Oil for Hyundai,1224.46,10,12244.6,2824.83,23.07
Auto Spare Parts Dealer 18 - Cairo,10017,2023-11-24,Greater Cairo,Qalyubia,Toukh,NGK Alarm System for Hyundai,1614.89,8,12919.12,4184.5,32.39
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-08-13,Canal Zone,Ismailia,Qantara Sharq,Hella Engine Oil for Nissan 1987-2015,1201.52,15,18022.8,6181.82,34.3
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-09-26,Upper Egypt,Minya,Beni Mazar,DEPO Windshield Wiper for Kia,275.31,72,19822.32,7021.07,35.42
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-12-03,Upper Egypt,Assiut,Abnoub,NGK Regular Bulb for Nissan 1987-2015,156.12,47,7337.64,2554.23,34.81
Auto Spare Parts Dealer 36 - Port Said,10035,2023-03-16,Upper Egypt,Luxor,Luxor First,Hella Regular Bulb for Hyundai,152.15,138,20996.7,7302.65,34.78
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-02-28,Delta,Dakahlia,Dikirnis,Magneti Marelli Regular Bulb for Kia,108.79,10,1087.9,338.88,31.15
Auto Spare Parts Dealer 3 - Cairo,10002,2022-02-08,Upper Egypt,Aswan,Nasr Nubia,DEPO Front Headlight for Nissan 1987-2015,833.89,9,7505.01,2413.61,32.16
Auto Spare Parts Dealer 27 - Minya,10026,2024-01-19,Delta,Beheira,Kafr El Dawar,Mobil Regular Bulb for Toyota 1987-2015,100.64,80,8051.2,2506.34,31.13
Auto Spare Parts Dealer 5 - Port Said,10004,2023-12-24,Delta,Beheira,Rashid,Denso Windshield Wiper for Nissan 1987-2015,266.0,101,26866.0,9314.44,34.67
Auto Spare Parts Dealer 26 - Sohag,10025,2024-08-01,Canal Zone,Ismailia,Arbaeen,Denso Regular Bulb for Kia,176.07,104,18311.28,6980.26,38.12
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-06-02,Greater Cairo,Giza,Imbaba,ACDelco Brake Pads for Kia,681.32,22,14989.04,3732.27,24.9
Auto Spare Parts Dealer 42 - Alexandria,10041,2023-02-27,Alexandria,Alexandria,Smouha,Hella Windshield Wiper for Kia,154.03,26,4004.78,1167.39,29.15
Auto Spare Parts Dealer 23 - Sohag,10022,2024-08-04,Greater Cairo,Qalyubia,Banha,Valeo Windshield Wiper for Hyundai,210.49,26,5472.74,1923.67,35.15
Auto Spare Parts Dealer 24 - Assiut,10023,2022-01-02,Delta,Monufia,Berket El Sabaa,CASP Windshield Wiper for Hyundai,225.79,7,1580.53,425.95,26.95
Auto Spare Parts Dealer 24 - Assiut,10023,2022-01-23,Canal Zone,Port Said,Arab,NGK Alarm System for Kia,1909.21,9,17182.89,6519.19,37.94
Auto Spare Parts Dealer 41 - Beheira,10040,2024-03-27,Canal Zone,Ismailia,First District,NGK Engine Oil for Nissan 1987-2015,1921.85,7,13452.95,3992.84,29.68
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-10-23,Delta,Sharqia,Zagazig,Philips Windshield Wiper for Chevrolet Half-Truck,150.18,142,21325.56,7148.33,33.52
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-01-25,Alexandria,Alexandria,Smouha,Magneti Marelli Windshield Wiper for Chevrolet Half-Truck,254.36,49,12463.64,3751.56,30.1
Auto Spare Parts Dealer 16 - Assiut,10015,2024-10-25,Greater Cairo,Qalyubia,Khanka,Philips Engine Oil for Hyundai,1903.97,12,22847.64,7434.62,32.54
Auto Spare Parts Dealer 5 - Port Said,10004,2024-08-03,Greater Cairo,Cairo,Nasr City,DEPO Side Mirror for Toyota 1987-2015,974.33,16,15589.28,3707.13,23.78
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-07-22,Canal Zone,Port Said,Arab,Valeo Windshield Wiper for Toyota 1987-2015,187.97,80,15037.6,3712.78,24.69
Auto Spare Parts Dealer 2 - Sharqia,10001,2023-04-10,Delta,Beheira,Edku,CASP Windshield Wiper for Kia,187.64,16,3002.24,1137.25,37.88
Auto Spare Parts Dealer 38 - Aswan,10037,2022-08-23,Alexandria,Alexandria,Montazah,Champion Air Filter for Nissan 1987-2015,408.76,27,11036.52,4203.81,38.09
Auto Spare Parts Dealer 48 - Minya,10047,2023-01-05,Upper Egypt,Sohag,Tahta,Bosch Windshield Wiper for Toyota 1987-2015,220.62,23,5074.26,1324.89,26.11
Auto Spare Parts Dealer 44 - Monufia,10043,2024-06-13,Greater Cairo,Cairo,Maadi,Magneti Marelli Windshield Wiper for Kia,252.41,50,12620.5,3694.02,29.27
Auto Spare Parts Dealer 31 - Sohag,10030,2023-08-19,Greater Cairo,Cairo,Nasr City,DEPO Windshield Wiper for Nissan 1987-2015,220.15,15,3302.25,1267.73,38.39
Auto Spare Parts Dealer 11 - Qalyubia,10010,2022-03-27,Upper Egypt,Minya,Deir Mawas,Bosch Engine Oil for Hyundai,1786.24,8,14289.92,3402.43,23.81
Auto Spare Parts Dealer 33 - Minya,10032,2023-12-06,Delta,Beheira,Abu Hummus,CASP Windshield Wiper for Chevrolet Half-Truck,291.73,64,18670.72,5845.8,31.31
Auto Spare Parts Dealer 25 - Cairo,10024,2023-03-02,Delta,Dakahlia,Mit Ghamr,CASP Regular Bulb for Toyota 1987-2015,109.73,57,6254.61,1991.47,31.84
Auto Spare Parts Dealer 40 - Beheira,10039,2024-11-07,Delta,Monufia,Quesna,Mobil Regular Bulb for Toyota 1987-2015,186.26,118,21978.68,8556.3,38.93
Auto Spare Parts Dealer 35 - Assiut,10034,2024-06-16,Delta,Sharqia,Kafr Saqr,Hella Air Filter for Chevrolet Half-Truck,419.89,26,10917.14,3977.11,36.43
Auto Spare Parts Dealer 31 - Sohag,10030,2023-09-19,Delta,Beheira,Damanhour,Hella Battery for Hyundai,1033.0,19,19627.0,5472.01,27.88
Auto Spare Parts Dealer 37 - Beheira,10036,2022-02-03,Canal Zone,Ismailia,Qantara Sharq,CASP Regular Bulb for Toyota 1987-2015,66.94,28,1874.32,627.9,33.5
Auto Spare Parts Dealer 45 - Ismailia,10044,2023-10-23,Upper Egypt,Sohag,Tahta,Philips Brake Cylinder for Kia,1126.14,9,10135.26,2844.97,28.07
Auto Spare Parts Dealer 44 - Monufia,10043,2024-01-22,Upper Egypt,Sohag,Akhmim,Mobil Rear Taillight for Nissan 1987-2015,688.01,9,6192.09,1865.06,30.12
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-02-23,Greater Cairo,Qalyubia,Banha,NGK HID Bulb for Chevrolet Half-Truck,731.68,25,18292.0,3762.66,20.57
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-06-16,Delta,Beheira,Damanhour,Valeo HID Bulb for Chevrolet Half-Truck,812.82,7,5689.74,2274.19,39.97
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-06-21,Canal Zone,Ismailia,Sheikh Zayed,Valeo Engine Oil for Hyundai,1951.04,8,15608.32,6040.42,38.7
Auto Spare Parts Dealer 1 - Qalyubia,10000,2022-01-03,Upper Egypt,Minya,Beni Mazar,Hella Brake Pads for Toyota 1987-2015,425.71,11,4682.81,1301.35,27.79
Auto Spare Parts Dealer 34 - Giza,10033,2023-05-13,Greater Cairo,Qalyubia,Banha,Champion Air Filter for Chevrolet Half-Truck,411.27,58,23853.66,5748.73,24.1
Auto Spare Parts Dealer 39 - Cairo,10038,2022-02-03,Greater Cairo,Qalyubia,Qalyub,ACDelco Windshield Wiper for Hyundai,202.31,67,13554.77,5276.87,38.93
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-01-03,Upper Egypt,Assiut,Manfalout,Champion Regular Bulb for Hyundai,68.0,70,4760.0,1078.14,22.65
Auto Spare Parts Dealer 36 - Port Said,10035,2023-06-26,Canal Zone,Ismailia,Qantara Sharq,Bosch Side Mirror for Chevrolet Half-Truck,589.91,23,13567.93,3965.91,29.23
Auto Spare Parts Dealer 26 - Sohag,10025,2024-04-10,Upper Egypt,Minya,Samalut,Valeo Windshield Wiper for Nissan 1987-2015,194.17,108,20970.36,6284.82,29.97
Auto Spare Parts Dealer 6 - Minya,10005,2023-10-30,Greater Cairo,Qalyubia,Shibin El Qanater,Philips Front Headlight for Toyota 1987-2015,1312.75,10,13127.5,3084.96,23.5
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-07-29,Canal Zone,Port Said,Sharq,Hella HID Bulb for Toyota 1987-2015,928.01,24,22272.24,4521.26,20.3
Auto Spare Parts Dealer 47 - Alexandria,10046,2024-04-08,Upper Egypt,Minya,Beni Mazar,DEPO Air Filter for Hyundai,204.98,35,7174.3,2786.5,38.84
Auto Spare Parts Dealer 7 - Minya,10006,2023-11-29,Canal Zone,Ismailia,First District,Champion Regular Bulb for Kia,50.99,53,2702.47,1015.59,37.58
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-05-18,Canal Zone,Port Said,Dawahi,NGK Engine Oil for Kia,1839.62,9,16556.58,6246.8,37.73
Auto Spare Parts Dealer 40 - Beheira,10039,2024-12-16,Upper Egypt,Aswan,Edfu,Denso Regular Bulb for Kia,180.01,102,18361.02,5130.07,27.94
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-05-31,Upper Egypt,Aswan,Edfu,CASP Regular Bulb for Chevrolet Half-Truck,170.43,22,3749.46,830.13,22.14
Auto Spare Parts Dealer 41 - Beheira,10040,2022-07-04,Delta,Dakahlia,Talkha,Bosch Alarm System for Hyundai,2237.51,15,33562.65,7135.42,21.26
Auto Spare Parts Dealer 48 - Minya,10047,2023-05-12,Delta,Beheira,Edku,Champion Alarm System for Toyota 1987-2015,1808.42,12,21701.04,6566.73,30.26
Auto Spare Parts Dealer 39 - Cairo,10038,2022-07-13,Canal Zone,Port Said,Dawahi,Bosch Engine Oil for Kia,1484.44,10,14844.4,4006.5,26.99
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-07-23,Upper Egypt,Sohag,Tahta,NGK Rear Taillight for Hyundai,547.62,8,4380.96,1536.4,35.07
Auto Spare Parts Dealer 37 - Beheira,10036,2023-03-23,Delta,Sharqia,Abu Kabir,DEPO HID Bulb for Chevrolet Half-Truck,735.75,26,19129.5,4878.02,25.5
Auto Spare Parts Dealer 7 - Minya,10006,2024-09-22,Greater Cairo,Qalyubia,Shibin El Qanater,NGK Engine Oil for Chevrolet Half-Truck,1007.8,7,7054.6,2385.16,33.81
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-10-24,Upper Egypt,Aswan,Edfu,CASP Engine Oil for Chevrolet Half-Truck,1209.81,9,10888.29,2423.73,22.26
Auto Spare Parts Dealer 35 - Assiut,10034,2022-11-27,Upper Egypt,Luxor,Esna,CASP Regular Bulb for Chevrolet Half-Truck,78.33,49,3838.17,1189.45,30.99
Auto Spare Parts Dealer 8 - Alexandria,10007,2022-12-15,Upper Egypt,Sohag,Tahta,CASP Brake Pads for Kia,597.55,29,17328.95,5176.16,29.87
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-07-14,Upper Egypt,Luxor,Esna,CASP Engine Oil for Nissan 1987-2015,1730.45,9,15574.05,3281.45,21.07
Auto Spare Parts Dealer 17 - Monufia,10016,2022-01-19,Upper Egypt,Assiut,Dayrout,Valeo Engine Oil for Toyota 1987-2015,1435.29,16,22964.64,6496.7,28.29
Auto Spare Parts Dealer 40 - Beheira,10039,2024-02-19,Alexandria,Alexandria,Roushdy,Bosch Battery for Toyota 1987-2015,2130.98,17,36226.66,13494.43,37.25
Auto Spare Parts Dealer 20 - Sharqia,10019,2022-03-29,Upper Egypt,Aswan,Nasr Nubia,Denso Regular Bulb for Chevrolet Half-Truck,89.5,86,7697.0,2798.63,36.36
Auto Spare Parts Dealer 31 - Sohag,10030,2023-09-19,Canal Zone,Port Said,Arab,CASP Engine Oil for Kia,1631.85,8,13054.8,4439.94,34.01
Auto Spare Parts Dealer 40 - Beheira,10039,2022-05-02,Canal Zone,Ismailia,Qantara Sharq,Mobil Battery for Hyundai,1371.4,9,12342.6,2501.85,20.27
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-04-05,Greater Cairo,Giza,Imbaba,DEPO Air Filter for Toyota 1987-2015,381.28,46,17538.88,3700.7,21.1
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-04-21,Upper Egypt,Assiut,Dayrout,Philips Alarm System for Toyota 1987-2015,2240.29,9,20162.61,6506.47,32.27
Auto Spare Parts Dealer 33 - Minya,10032,2024-08-10,Delta,Sharqia,Minya Al Qamh,Philips Battery for Hyundai,1826.88,7,12788.16,4798.12,37.52
Auto Spare Parts Dealer 48 - Minya,10047,2024-03-19,Greater Cairo,Qalyubia,Qalyub,ACDelco Alarm System for Chevrolet Half-Truck,1527.21,19,29016.99,6758.06,23.29
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-11-13,Delta,Sharqia,Zagazig,Magneti Marelli Air Filter for Toyota 1987-2015,461.52,15,6922.8,2728.28,39.41
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-11-16,Upper Egypt,Minya,Deir Mawas,Denso Air Filter for Toyota 1987-2015,307.59,28,8612.52,1951.6,22.66
Auto Spare Parts Dealer 5 - Port Said,10004,2024-12-18,Upper Egypt,Aswan,Edfu,CASP Windshield Wiper for Kia,203.61,11,2239.71,724.99,32.37
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-12-14,Canal Zone,Port Said,Dawahi,NGK Battery for Hyundai,1253.86,13,16300.18,5263.33,32.29
Auto Spare Parts Dealer 46 - Port Said,10045,2024-12-14,Delta,Sharqia,Bilbeis,Philips Rear Taillight for Toyota 1987-2015,580.94,47,27304.18,6430.13,23.55
Auto Spare Parts Dealer 31 - Sohag,10030,2023-04-13,Delta,Sharqia,Abu Kabir,Philips Regular Bulb for Nissan 1987-2015,199.17,25,4979.25,1836.85,36.89
Auto Spare Parts Dealer 32 - Monufia,10031,2024-04-16,Upper Egypt,Assiut,Qusiya,Hella HID Bulb for Toyota 1987-2015,763.25,9,6869.25,2161.07,31.46
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-01-13,Upper Egypt,Aswan,Aswan First,Philips Windshield Wiper for Nissan 1987-2015,202.22,34,6875.48,2625.06,38.18
Auto Spare Parts Dealer 6 - Minya,10005,2023-09-24,Canal Zone,Port Said,Manakh,Bosch Engine Oil for Kia,1955.84,11,21514.24,6542.48,30.41
Auto Spare Parts Dealer 42 - Alexandria,10041,2024-04-11,Upper Egypt,Assiut,Dayrout,Hella Window Regulator for Chevrolet Half-Truck,839.65,27,22670.55,5415.99,23.89
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-05-18,Upper Egypt,Luxor,Luxor First,Hella Engine Oil for Chevrolet Half-Truck,1918.09,9,17262.81,4011.88,23.24
Auto Spare Parts Dealer 12 - Dakahlia,10011,2023-05-14,Canal Zone,Port Said,Manakh,Magneti Marelli Regular Bulb for Hyundai,66.39,36,2390.04,521.27,21.81
Auto Spare Parts Dealer 22 - Minya,10021,2024-02-29,Upper Egypt,Sohag,Akhmim,Magneti Marelli Alarm System for Toyota 1987-2015,2041.04,12,24492.48,7200.79,29.4
Auto Spare Parts Dealer 33 - Minya,10032,2023-05-09,Canal Zone,Port Said,Manakh,Champion HID Bulb for Kia,679.0,24,16296.0,5948.04,36.5
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-09-29,Upper Egypt,Minya,Samalut,NGK Battery for Chevrolet Half-Truck,1350.06,17,22951.02,8544.66,37.23
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-02-23,Greater Cairo,Qalyubia,Banha,Mobil Regular Bulb for Kia,123.34,124,15294.16,4368.01,28.56
Auto Spare Parts Dealer 48 - Minya,10047,2023-12-09,Delta,Sharqia,Abu Kabir,Mobil Front Headlight for Nissan 1987-2015,1142.7,8,9141.6,3211.44,35.13
Auto Spare Parts Dealer 20 - Sharqia,10019,2022-10-20,Delta,Beheira,Edku,CASP Battery for Hyundai,1881.72,10,18817.2,4563.17,24.25
Auto Spare Parts Dealer 32 - Monufia,10031,2023-09-23,Upper Egypt,Sohag,Sohag First,Mobil Battery for Chevrolet Half-Truck,1393.1,7,9751.7,1963.99,20.14
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-12-10,Delta,Sharqia,Zagazig,Mobil Rear Taillight for Toyota 1987-2015,730.21,11,8032.31,2107.68,26.24
